"Date","Time","Home","HG","HxGt","HxGp","Away","AG","AxGt","AxGp","GD","xGDt","xGDp","Final","HxPts","AxPts"
"2023-07-01","19:30 CDT","MIN","3","3.11","3.14","POR","1","1.08","1.08","2","2.03","2.05","3","2.62","0.25"
"2023-07-01","19:30 CDT","FCD","2","1.08","1.08","LAFC","0","0.94","0.94","2","0.14","0.14","2","1.45","1.24"
"2023-07-01","18:30 CDT","CIN","2","1.86","1.86","NER","1","0.45","0.45","1","1.41","1.41","0","2.43","0.40"
"2023-07-01","18:30 CDT","ORL","3","2.39","2.40","CHI","1","1.77","1.80","2","0.61","0.60","2","1.81","0.95"
"2023-07-01","18:30 CDT","CLB","2","0.97","0.98","NYRB","1","2.01","2.01","1","-1.04","-1.03","1","0.57","2.19"
"2023-07-01","18:30 CDT","TOR","0","1.17","1.19","RSL","1","1.67","1.76","-1","-0.50","-0.57","-1","0.96","1.76"
"2023-07-01","18:30 CDT","MIA","1","2.46","3.19","ATX","1","1.00","1.01","0","1.46","2.19","0","2.34","0.51"
"2023-06-24","21:30 CDT","SJE","1","0.90","0.90","STL","2","1.48","1.48","-1","-0.58","-0.57","-1","0.83","1.89"
"2023-06-24","21:30 CDT","SEA","0","1.43","1.45","ORL","0","1.24","1.30","0","0.19","0.15","0","1.53","1.18"
"2023-06-24","21:30 CDT","LAFC","2","2.12","2.22","VAN","3","1.98","2.04","-1","0.13","0.18","-1","1.46","1.31"
"2023-06-24","21:30 CDT","POR","1","1.25","1.25","NYC","1","0.56","0.56","0","0.69","0.69","0","1.97","0.74"
"2023-06-24","20:30 CDT","ATX","3","1.43","1.43","HOU","0","0.84","0.84","3","0.58","0.58","3","1.86","0.84"
"2023-06-24","20:30 CDT","COL","0","0.34","0.34","LAG","0","1.00","1.00","0","-0.66","-0.66","0","0.66","2.00"
"2023-06-24","20:30 CDT","RSL","2","2.41","2.42","MIN","2","1.90","1.99","0","0.51","0.43","0","1.72","1.06"
"2023-06-24","19:30 CDT","SKC","0","1.02","1.02","CHI","1","0.81","0.81","-1","0.21","0.21","-1","1.54","1.13"
"2023-06-24","18:30 CDT","CLT","0","1.07","1.07","MTL","0","0.64","0.64","0","0.43","0.43","0","1.71","0.97"
"2023-06-24","18:30 CDT","NYRB","4","1.11","1.12","ATL","0","0.38","0.38","4","0.74","0.74","4","1.98","0.69"
"2023-06-24","18:30 CDT","DCU","3","1.68","1.71","CIN","0","0.89","0.89","3","0.79","0.81","3","2.05","0.72"
"2023-06-24","18:30 CDT","CLB","1","2.04","2.13","NSH","0","0.47","0.47","1","1.56","1.65","2","2.57","0.28"
"2023-06-24","18:30 CDT","NER","2","0.67","0.67","TOR","1","1.30","1.30","1","-0.63","-0.63","1","0.76","1.96"
"2023-06-24","18:30 CDT","PHI","3","0.84","0.84","MIA","1","1.41","1.71","2","-0.57","-0.87","3","0.90","1.79"
"2023-06-21","22:07 CDT","ATX","3","1.44","1.44","FCD","0","1.25","1.30","3","0.19","0.14","3","1.59","1.15"
"2023-06-21","21:30 CDT","LAFC","1","1.23","1.23","SEA","0","0.48","0.48","1","0.74","0.74","1","2.03","0.68"
"2023-06-21","21:30 CDT","POR","1","1.58","1.61","CHI","2","1.55","1.56","-1","0.03","0.05","-1","1.39","1.36"
"2023-06-21","21:30 CDT","LAG","2","1.54","1.54","SKC","2","1.92","1.96","0","-0.38","-0.43","0","1.03","1.71"
"2023-06-21","19:30 CDT","STL","1","0.81","0.81","RSL","3","1.06","1.06","-2","-0.25","-0.25","-2","1.16","1.54"
"2023-06-21","19:30 CDT","HOU","4","2.61","2.64","SJE","1","0.70","0.70","3","1.91","1.93","3","2.56","0.29"
"2023-06-21","18:30 CDT","CIN","3","2.22","2.28","TOR","0","0.67","0.67","3","1.56","1.62","3","2.44","0.39"
"2023-06-21","18:30 CDT","ATL","2","0.90","0.90","NYC","2","0.48","0.48","0","0.42","0.42","0","1.74","0.87"
"2023-06-21","18:30 CDT","NYRB","2","1.85","2.00","CLT","2","0.55","0.55","0","1.30","1.45","0","2.37","0.43"
"2023-06-21","18:30 CDT","MTL","1","1.08","1.08","NSH","0","1.01","1.01","1","0.06","0.06","1","1.39","1.30"
"2023-06-21","18:30 CDT","ORL","2","1.00","1.00","PHI","2","0.60","0.60","0","0.40","0.40","0","1.76","0.91"
"2023-06-17","21:30 CDT","SJE","0","0.86","0.88","POR","0","1.58","1.74","0","-0.72","-0.86","0","0.82","1.93"
"2023-06-17","19:30 CDT","SKC","1","1.94","1.94","LAFC","2","1.43","1.43","-1","0.51","0.51","-1","1.75","0.99"
"2023-06-17","19:30 CDT","NSH","3","1.70","1.70","STL","1","1.51","1.99","2","0.18","-0.30","2","1.49","1.22"
"2023-06-17","18:30 CDT","DCU","1","1.53","1.63","RSL","2","1.26","1.26","-1","0.27","0.37","-1","1.63","1.09"
"2023-06-17","18:30 CDT","NER","3","1.03","1.03","ORL","1","0.88","0.89","2","0.15","0.15","2","1.52","1.16"
"2023-06-17","14:30 CDT","NYC","1","1.27","1.27","CLB","1","0.97","0.97","0","0.30","0.30","0","1.60","1.09"
"2023-06-14","21:30 CDT","LAFC","0","0.73","0.73","HOU","1","0.51","0.52","-1","0.21","0.21","-1","1.51","1.10"
"2023-06-11","21:00 CDT","POR","1","1.56","1.82","FCD","0","0.40","0.41","1","1.15","1.42","1","2.28","0.49"
"2023-06-11","12:00 CDT","STL","1","1.96","1.99","LAG","1","1.20","1.20","0","0.76","0.80","0","1.95","0.80"
"2023-06-10","21:30 CDT","VAN","1","1.37","1.38","CIN","1","1.67","1.69","0","-0.31","-0.31","0","1.15","1.58"
"2023-06-10","21:30 CDT","SJE","2","0.56","0.56","PHI","1","1.45","1.46","1","-0.88","-0.90","1","0.67","2.05"
"2023-06-10","20:30 CDT","RSL","0","1.93","2.00","NYC","0","0.28","0.28","0","1.65","1.72","0","2.58","0.28"
"2023-06-10","19:30 CDT","HOU","4","1.63","1.63","LAFC","0","0.76","0.76","4","0.87","0.87","4","2.16","0.60"
"2023-06-10","19:30 CDT","SKC","4","1.61","1.66","ATX","1","1.31","1.35","3","0.31","0.31","3","1.60","1.14"
"2023-06-10","19:30 CDT","CHI","1","0.61","0.61","CLB","2","0.68","0.68","-1","-0.08","-0.08","-1","1.22","1.38"
"2023-06-10","19:20 CDT","ORL","2","0.90","0.90","COL","0","0.32","0.32","2","0.58","0.58","2","1.87","0.75"
"2023-06-10","18:30 CDT","TOR","1","1.05","1.08","NSH","1","0.59","0.60","0","0.46","0.48","0","1.69","0.96"
"2023-06-10","18:30 CDT","ATL","3","1.52","1.52","DCU","1","0.75","0.76","2","0.77","0.77","2","2.09","0.64"
"2023-06-10","18:30 CDT","CLT","3","0.83","0.85","SEA","3","1.22","1.23","0","-0.39","-0.38","0","1.06","1.63"
"2023-06-10","18:30 CDT","NER","3","2.02","2.05","MIA","1","1.31","1.31","2","0.71","0.73","2","2.05","0.70"
"2023-06-10","18:30 CDT","MTL","4","1.48","1.54","MIN","0","1.37","1.39","4","0.11","0.15","4","1.53","1.20"
"2023-06-07","21:30 CDT","LAFC","0","2.21","2.21","ATL","0","0.25","0.25","0","1.96","1.97","0","2.79","0.13"
"2023-06-07","19:30 CDT","FCD","2","0.79","0.79","STL","0","1.08","1.08","2","-0.29","-0.29","2","1.09","1.60"
"2023-06-03","21:30 CDT","VAN","1","1.15","1.19","SKC","1","0.91","0.91","0","0.24","0.28","0","1.63","1.04"
"2023-06-03","20:30 CDT","COL","0","1.65","1.66","SJE","0","0.57","0.57","0","1.08","1.09","0","2.34","0.46"
"2023-06-03","19:30 CDT","STL","3","2.40","2.40","HOU","0","1.61","1.64","3","0.78","0.76","3","1.99","0.77"
"2023-06-03","19:30 CDT","ATX","1","2.15","2.18","RSL","2","0.87","0.89","-1","1.28","1.30","-1","2.22","0.59"
"2023-06-03","19:30 CDT","FCD","1","1.35","1.35","NSH","1","0.88","0.89","0","0.47","0.46","-1","1.72","0.95"
"2023-06-03","19:30 CDT","MIN","1","2.22","2.25","TOR","1","0.52","0.52","0","1.70","1.73","0","2.57","0.28"
"2023-06-03","19:09 CDT","CLB","4","1.87","1.87","CLT","2","1.08","1.09","2","0.79","0.78","2","2.02","0.74"
"2023-06-03","18:30 CDT","PHI","3","1.74","1.76","MTL","0","1.40","1.40","3","0.34","0.36","3","1.62","1.12"
"2023-06-03","18:30 CDT","MIA","1","0.09","0.09","DCU","2","2.73","3.50","-1","-2.64","-3.41","-1","0.06","2.90"
"2023-06-03","18:30 CDT","NYRB","0","1.41","1.44","ORL","3","2.36","2.36","-3","-0.94","-0.92","-3","0.69","2.10"
"2023-06-03","18:30 CDT","CIN","1","1.42","1.45","CHI","0","0.29","0.29","1","1.13","1.16","1","2.30","0.43"
"2023-06-03","15:30 CDT","SEA","0","0.28","0.28","POR","0","0.27","0.27","0","0.01","0.01","0","1.20","1.18"
"2023-06-03","14:30 CDT","NYC","0","1.37","1.37","NER","0","0.60","0.60","0","0.77","0.77","0","1.95","0.76"
"2023-05-31","21:30 CDT","SEA","0","2.09","2.10","SJE","1","0.64","0.65","-1","1.45","1.45","-1","2.40","0.42"
"2023-05-31","21:30 CDT","VAN","6","1.95","1.98","HOU","2","2.46","2.56","4","-0.51","-0.58","4","1.09","1.72"
"2023-05-31","20:35 CDT","SKC","2","0.79","0.79","FCD","1","1.27","1.31","1","-0.48","-0.52","1","0.97","1.74"
"2023-05-31","20:30 CDT","RSL","2","1.50","1.50","LAG","3","1.88","1.89","-1","-0.38","-0.39","-1","1.04","1.71"
"2023-05-31","19:30 CDT","ATX","2","1.13","1.16","MIN","1","2.20","2.22","1","-1.07","-1.06","1","0.68","2.10"
"2023-05-31","19:15 CDT","MIA","0","0.96","0.96","NYRB","1","2.16","2.42","-1","-1.20","-1.46","-1","0.54","2.24"
"2023-05-31","18:30 CDT","NYC","1","0.75","0.75","CIN","3","1.32","1.32","-2","-0.57","-0.56","-2","0.81","1.90"
"2023-05-31","18:30 CDT","DCU","2","0.87","0.90","MTL","2","1.15","1.15","0","-0.27","-0.25","0","1.15","1.52"
"2023-05-31","18:30 CDT","TOR","0","1.71","1.75","CHI","0","0.42","0.42","0","1.30","1.34","0","2.32","0.48"
"2023-05-31","18:30 CDT","PHI","0","0.81","0.82","CLT","0","0.24","0.24","0","0.57","0.59","1","1.93","0.68"
"2023-05-31","18:30 CDT","CLB","3","1.08","1.08","COL","2","1.39","1.39","1","-0.30","-0.30","1","1.12","1.60"
"2023-05-31","18:00 CDT","ATL","3","1.51","1.55","NER","3","1.21","1.21","0","0.30","0.34","0","1.56","1.14"
"2023-05-28","19:30 CDT","NSH","3","1.77","1.78","CLB","1","0.71","0.71","2","1.06","1.07","2","2.11","0.68"
"2023-05-28","14:00 CDT","SKC","3","1.70","1.70","POR","1","0.74","0.75","2","0.96","0.95","3","2.16","0.61"
"2023-05-27","21:30 CDT","SEA","1","1.74","1.74","NYRB","0","1.07","1.07","1","0.66","0.66","1","1.90","0.84"
"2023-05-27","21:30 CDT","LAG","0","1.61","1.62","CLT","1","1.63","1.63","-1","-0.03","-0.01","-1","1.40","1.35"
"2023-05-27","21:30 CDT","SJE","1","0.52","0.53","FCD","1","0.84","0.84","0","-0.33","-0.32","0","0.99","1.63"
"2023-05-27","20:30 CDT","COL","0","0.88","0.89","CIN","1","0.84","0.85","-1","0.04","0.04","-1","1.34","1.31"
"2023-05-27","19:30 CDT","STL","2","0.87","0.90","VAN","1","1.27","1.27","1","-0.40","-0.37","2","1.04","1.66"
"2023-05-27","19:30 CDT","MIN","0","1.66","1.80","RSL","1","0.46","0.46","-1","1.20","1.35","0","2.30","0.49"
"2023-05-27","19:30 CDT","HOU","2","1.68","1.70","ATX","1","0.91","0.91","1","0.76","0.79","1","2.00","0.74"
"2023-05-27","18:30 CDT","NER","3","1.97","1.99","CHI","2","0.96","1.00","1","1.02","0.98","0","2.17","0.65"
"2023-05-27","18:30 CDT","NYC","1","1.38","1.38","PHI","3","2.15","2.15","-2","-0.77","-0.77","-2","0.81","1.98"
"2023-05-27","18:30 CDT","TOR","2","0.76","0.76","DCU","1","1.83","1.94","1","-1.07","-1.18","1","0.55","2.25"
"2023-05-27","18:30 CDT","MTL","1","1.28","1.28","MIA","0","0.82","0.82","1","0.46","0.46","1","1.73","0.98"
"2023-05-27","18:30 CDT","ORL","1","1.01","1.09","ATL","1","0.49","0.49","0","0.52","0.60","0","1.84","0.84"
"2023-05-20","21:30 CDT","LAFC","2","1.76","1.76","SJE","1","0.84","0.86","1","0.92","0.89","1","2.08","0.68"
"2023-05-20","21:30 CDT","POR","0","0.92","0.92","MIN","1","0.68","0.68","-1","0.24","0.24","-1","1.51","1.14"
"2023-05-20","21:30 CDT","VAN","1","2.73","2.85","SEA","0","0.38","0.38","1","2.36","2.47","2","2.79","0.13"
"2023-05-20","20:30 CDT","COL","2","1.21","1.21","RSL","3","0.81","0.83","-1","0.40","0.38","-1","1.69","0.99"
"2023-05-20","20:30 CDT","STL","4","1.89","1.89","SKC","0","2.00","2.11","4","-0.12","-0.22","4","1.38","1.39"
"2023-05-20","19:30 CDT","ATX","1","1.56","1.80","TOR","0","0.27","0.27","1","1.29","1.52","1","2.45","0.34"
"2023-05-20","19:30 CDT","CHI","2","1.11","1.12","ATL","3","2.26","2.28","-1","-1.15","-1.16","0","0.62","2.18"
"2023-05-20","19:30 CDT","FCD","1","1.87","1.97","HOU","1","0.49","0.49","0","1.38","1.48","0","2.51","0.32"
"2023-05-20","18:30 CDT","DCU","3","1.95","1.96","LAG","0","1.07","1.20","3","0.88","0.76","3","1.97","0.79"
"2023-05-20","18:30 CDT","CLT","1","0.98","0.98","NSH","2","1.10","1.21","-1","-0.11","-0.23","-1","1.21","1.44"
"2023-05-20","18:30 CDT","MIA","1","0.41","0.42","ORL","3","0.98","0.98","-2","-0.57","-0.57","-2","0.77","1.87"
"2023-05-20","18:30 CDT","CIN","3","2.18","2.18","CLB","2","1.77","1.84","1","0.41","0.34","1","1.71","1.04"
"2023-05-20","18:30 CDT","NYRB","2","2.03","2.05","MTL","1","0.99","1.27","1","1.04","0.78","1","2.23","0.52"
"2023-05-20","18:30 CDT","PHI","3","2.55","2.56","NER","0","0.75","0.75","3","1.80","1.80","3","2.59","0.28"
"2023-05-17","22:12 CDT","RSL","0","0.78","0.78","POR","0","0.36","0.36","0","0.42","0.43","0","1.74","0.83"
"2023-05-17","21:30 CDT","LAFC","1","1.30","1.30","SKC","1","0.43","0.43","0","0.87","0.87","0","2.11","0.61"
"2023-05-17","21:30 CDT","SEA","1","1.43","1.43","ATX","2","0.66","0.66","-1","0.76","0.77","-1","1.99","0.73"
"2023-05-17","19:30 CDT","MIN","1","1.89","1.91","HOU","0","0.88","0.88","1","1.01","1.03","1","2.12","0.66"
"2023-05-17","19:30 CDT","FCD","2","1.52","1.53","VAN","1","0.69","0.69","1","0.83","0.83","1","2.04","0.70"
"2023-05-17","19:30 CDT","NSH","2","2.65","2.66","MIA","1","0.83","0.85","1","1.83","1.81","1","2.61","0.28"
"2023-05-17","18:55 CDT","PHI","0","0.56","0.56","DCU","0","1.76","1.77","0","-1.20","-1.21","0","0.51","2.26"
"2023-05-17","18:30 CDT","CLT","2","0.49","0.49","CHI","1","1.24","1.32","1","-0.75","-0.83","1","0.66","2.06"
"2023-05-17","18:30 CDT","ATL","4","4.03","4.17","COL","0","0.31","0.31","4","3.72","3.86","4","2.99","0.00"
"2023-05-17","18:30 CDT","CLB","2","2.31","2.31","LAG","0","0.69","0.69","2","1.62","1.62","2","2.58","0.29"
"2023-05-17","18:30 CDT","CIN","2","1.27","1.27","MTL","0","0.89","0.89","2","0.39","0.39","3","1.67","1.05"
"2023-05-17","18:30 CDT","ORL","1","0.72","0.72","NYC","1","1.27","1.29","0","-0.55","-0.57","0","0.86","1.85"
"2023-05-17","18:30 CDT","TOR","0","1.05","1.05","NYRB","0","0.93","0.98","0","0.12","0.07","0","1.49","1.22"
"2023-05-14","20:30 CDT","LAG","2","1.43","1.43","SJE","1","0.88","0.92","1","0.54","0.51","1","1.87","0.85"
"2023-05-13","21:30 CDT","POR","3","1.46","1.51","VAN","0","0.65","0.65","3","0.81","0.87","2","2.03","0.68"
"2023-05-13","20:30 CDT","COL","1","1.65","1.67","PHI","2","0.50","0.50","-1","1.15","1.17","-1","2.38","0.41"
"2023-05-13","20:30 CDT","RSL","0","1.70","1.71","LAFC","3","2.54","2.54","-3","-0.84","-0.83","-3","0.84","1.94"
"2023-05-13","19:30 CDT","HOU","0","0.50","0.50","SEA","1","2.00","2.00","-1","-1.50","-1.50","-1","0.31","2.52"
"2023-05-13","19:30 CDT","SKC","3","1.05","1.05","MIN","0","1.56","1.56","3","-0.51","-0.51","3","0.82","1.87"
"2023-05-13","19:30 CDT","ATX","0","0.56","0.56","FCD","1","1.32","1.34","-1","-0.76","-0.79","-1","0.71","2.01"
"2023-05-13","18:30 CDT","MIA","2","0.89","0.89","NER","1","1.38","1.38","1","-0.48","-0.48","1","0.93","1.75"
"2023-05-13","18:30 CDT","CLB","2","3.63","3.68","ORL","2","1.13","1.13","0","2.51","2.55","0","2.72","0.20"
"2023-05-13","18:30 CDT","DCU","1","0.53","0.53","NSH","1","0.58","0.63","0","-0.05","-0.09","0","1.20","1.40"
"2023-05-13","18:30 CDT","NYRB","1","0.36","0.36","NYC","0","0.32","0.32","1","0.04","0.04","1","1.24","1.21"
"2023-05-13","18:30 CDT","MTL","2","1.59","1.59","TOR","0","0.20","0.20","2","1.39","1.39","2","2.56","0.27"
"2023-05-13","18:30 CDT","ATL","1","1.06","1.06","CLT","3","1.76","1.76","-2","-0.69","-0.69","-2","0.78","1.95"
"2023-05-13","12:00 CDT","CHI","1","0.77","0.77","STL","0","0.50","0.50","1","0.27","0.27","1","1.48","1.11"
"2023-05-07","15:30 CDT","SEA","1","1.28","1.29","SKC","2","0.91","0.91","-1","0.37","0.39","-1","1.77","0.91"
"2023-05-06","21:30 CDT","VAN","3","2.27","2.28","MIN","2","2.19","2.36","1","0.08","-0.08","1","1.42","1.33"
"2023-05-06","21:30 CDT","LAG","1","2.63","2.63","COL","3","0.94","0.94","-2","1.69","1.70","-2","2.51","0.34"
"2023-05-06","21:30 CDT","POR","2","1.32","1.36","ATX","2","1.00","1.00","0","0.32","0.36","0","1.67","1.03"
"2023-05-06","19:30 CDT","HOU","0","0.90","0.90","RSL","0","1.15","1.16","0","-0.25","-0.26","0","1.17","1.50"
"2023-05-06","19:30 CDT","NSH","3","4.50","4.88","CHI","0","0.32","0.32","3","4.18","4.56","3","2.97","0.02"
"2023-05-06","18:30 CDT","CLT","2","0.94","0.95","NYC","2","1.45","1.45","0","-0.50","-0.50","1","0.89","1.81"
"2023-05-06","18:30 CDT","CIN","2","1.83","1.83","DCU","1","0.74","0.75","1","1.09","1.09","1","2.31","0.49"
"2023-05-06","18:30 CDT","MTL","1","0.70","0.70","ORL","0","0.82","0.82","1","-0.12","-0.11","2","1.23","1.40"
"2023-05-06","18:30 CDT","TOR","0","1.75","1.77","NER","2","1.52","1.55","-2","0.23","0.22","-2","1.50","1.22"
"2023-05-06","18:30 CDT","SJE","2","1.80","1.81","LAFC","1","0.97","0.98","1","0.83","0.83","1","2.04","0.72"
"2023-05-06","18:30 CDT","NYRB","0","1.71","1.71","PHI","1","0.98","0.98","-1","0.73","0.73","-1","1.87","0.82"
"2023-05-06","18:30 CDT","MIA","2","1.32","1.32","ATL","1","0.98","0.99","1","0.34","0.33","1","1.70","1.00"
"2023-04-30","20:00 CDT","MIN","0","1.46","1.46","FCD","0","0.98","0.98","0","0.48","0.48","0","1.71","1.02"
"2023-04-29","21:30 CDT","VAN","0","1.34","1.37","COL","0","1.36","1.38","0","-0.02","-0.02","0","1.26","1.44"
"2023-04-29","20:30 CDT","RSL","0","0.67","0.67","SEA","0","1.01","1.01","0","-0.34","-0.34","0","0.99","1.68"
"2023-04-29","19:30 CDT","SKC","0","0.50","0.51","MTL","2","1.07","1.07","-2","-0.56","-0.56","-2","0.74","1.94"
"2023-04-29","19:30 CDT","ATX","2","1.73","1.87","SJE","2","0.78","0.79","0","0.95","1.09","0","2.13","0.64"
"2023-04-29","19:30 CDT","STL","1","0.71","0.71","POR","2","1.59","1.71","-1","-0.88","-1.00","-1","0.69","2.07"
"2023-04-29","19:30 CDT","CHI","1","0.54","0.54","NYRB","1","1.53","1.56","0","-0.99","-1.02","0","0.57","2.17"
"2023-04-29","18:30 CDT","CLB","1","1.01","1.02","MIA","2","0.80","0.82","-1","0.21","0.20","-1","1.54","1.16"
"2023-04-29","18:30 CDT","TOR","1","1.48","1.48","NYC","0","0.23","0.23","1","1.25","1.25","1","2.50","0.30"
"2023-04-29","18:30 CDT","DCU","3","2.17","2.19","CLT","0","0.52","0.52","3","1.65","1.67","3","2.59","0.28"
"2023-04-29","18:30 CDT","NER","1","2.71","2.75","CIN","1","1.82","1.85","0","0.89","0.89","0","1.98","0.80"
"2023-04-29","18:30 CDT","ORL","2","1.32","1.34","LAG","0","1.51","1.51","2","-0.19","-0.17","2","1.28","1.44"
"2023-04-29","12:30 CDT","NSH","3","2.26","2.30","ATL","1","1.33","1.33","2","0.93","0.97","2","2.10","0.68"
"2023-04-23","15:30 CDT","ATL","1","1.25","1.25","CHI","1","1.69","1.77","0","-0.44","-0.52","1","1.12","1.63"
"2023-04-22","21:30 CDT","LAG","2","1.84","1.85","ATX","0","0.91","0.91","2","0.93","0.94","2","2.02","0.74"
"2023-04-22","21:30 CDT","SEA","1","0.84","0.84","MIN","0","0.47","0.47","1","0.37","0.37","1","1.70","0.92"
"2023-04-22","20:30 CDT","COL","1","2.74","2.74","STL","1","0.80","0.83","0","1.94","1.92","0","2.57","0.31"
"2023-04-22","20:30 CDT","RSL","3","1.27","1.27","SJE","1","0.73","0.75","2","0.53","0.52","2","1.83","0.87"
"2023-04-22","19:30 CDT","NSH","1","1.15","1.15","LAFC","1","1.45","1.46","0","-0.30","-0.31","0","1.26","1.45"
"2023-04-22","19:30 CDT","HOU","1","0.82","0.82","MIA","0","1.37","1.65","1","-0.54","-0.83","1","0.91","1.78"
"2023-04-22","18:30 CDT","CIN","2","1.73","1.79","POR","1","1.33","1.33","1","0.39","0.46","1","1.68","1.05"
"2023-04-22","18:30 CDT","ORL","1","1.29","1.29","DCU","3","1.20","1.20","-2","0.09","0.09","-2","1.39","1.33"
"2023-04-22","18:30 CDT","CLT","1","0.90","0.95","CLB","0","0.89","0.89","1","0.01","0.06","1","1.26","1.39"
"2023-04-22","18:30 CDT","NER","2","3.05","3.43","SKC","1","0.82","0.82","1","2.23","2.61","1","2.65","0.23"
"2023-04-22","18:30 CDT","MTL","1","0.92","1.01","NYRB","0","1.37","1.39","1","-0.45","-0.37","2","0.96","1.75"
"2023-04-22","18:30 CDT","NYC","3","2.18","2.30","FCD","1","1.51","1.53","2","0.66","0.78","2","1.85","0.90"
"2023-04-22","18:30 CDT","PHI","3","3.04","3.19","TOR","2","0.84","0.85","1","2.20","2.34","2","2.65","0.24"
"2023-04-16","15:30 CDT","LAG","2","1.37","1.37","LAFC","3","2.25","2.25","-1","-0.88","-0.88","-1","0.79","1.95"
"2023-04-15","21:49 CDT","STL","4","1.44","1.46","CIN","1","1.55","1.55","3","-0.11","-0.09","4","1.25","1.49"
"2023-04-15","21:30 CDT","POR","4","1.82","2.10","SEA","1","1.06","1.06","3","0.76","1.04","3","1.95","0.82"
"2023-04-15","21:30 CDT","SJE","3","2.04","2.04","SKC","0","0.57","0.58","3","1.46","1.46","3","2.58","0.28"
"2023-04-15","19:30 CDT","FCD","2","0.87","0.87","RSL","1","1.09","1.12","1","-0.22","-0.25","1","1.15","1.52"
"2023-04-15","19:30 CDT","ATX","0","1.05","1.06","VAN","0","1.00","1.01","0","0.05","0.06","0","1.35","1.34"
"2023-04-15","19:30 CDT","MIN","1","2.16","2.20","ORL","2","1.02","1.06","-1","1.14","1.14","-1","2.15","0.63"
"2023-04-15","19:30 CDT","CHI","1","2.01","2.01","PHI","2","2.52","2.52","-1","-0.51","-0.51","0","0.98","1.76"
"2023-04-15","19:11 CDT","NYRB","1","1.77","1.80","HOU","1","0.20","0.20","0","1.57","1.60","0","2.56","0.27"
"2023-04-15","18:30 CDT","CLB","1","0.86","0.87","NER","0","1.42","1.44","1","-0.56","-0.56","0","0.94","1.77"
"2023-04-15","18:30 CDT","TOR","2","0.86","0.86","ATL","2","0.69","0.69","0","0.18","0.18","0","1.50","1.17"
"2023-04-15","18:30 CDT","NYC","2","1.25","1.25","NSH","1","0.80","0.80","1","0.45","0.45","1","1.65","1.05"
"2023-04-15","18:30 CDT","MTL","0","0.41","0.41","DCU","1","0.64","0.66","-1","-0.23","-0.24","-1","1.02","1.49"
"2023-04-15","18:30 CDT","CLT","2","0.92","0.92","COL","2","0.98","0.98","0","-0.05","-0.06","0","1.33","1.35"
"2023-04-08","21:30 CDT","SEA","2","1.42","1.43","STL","0","0.70","0.70","2","0.72","0.72","3","1.99","0.75"
"2023-04-08","21:30 CDT","VAN","1","2.06","2.08","POR","0","0.50","0.50","1","1.56","1.58","1","2.59","0.25"
"2023-04-08","20:30 CDT","RSL","3","3.21","3.22","CLT","1","1.11","1.13","2","2.10","2.09","2","2.56","0.34"
"2023-04-08","19:30 CDT","HOU","3","1.46","1.46","LAG","0","1.11","1.12","3","0.36","0.34","3","1.75","0.96"
"2023-04-08","19:30 CDT","SKC","0","0.84","0.85","COL","1","0.52","0.52","-1","0.32","0.32","-1","1.53","1.07"
"2023-04-08","19:30 CDT","CHI","2","0.81","0.82","MIN","1","0.67","0.68","1","0.15","0.14","1","1.43","1.20"
"2023-04-08","19:30 CDT","NSH","0","0.56","0.56","TOR","0","1.06","1.06","0","-0.50","-0.50","0","0.91","1.75"
"2023-04-08","18:30 CDT","NYC","1","1.08","1.26","ATL","1","1.27","1.27","0","-0.19","-0.01","0","1.23","1.47"
"2023-04-08","18:30 CDT","MIA","0","0.49","0.49","FCD","1","1.92","1.95","-1","-1.43","-1.46","-1","0.40","2.41"
"2023-04-08","18:30 CDT","CIN","1","1.27","1.27","PHI","0","0.79","0.79","1","0.49","0.48","1","1.81","0.90"
"2023-04-08","18:30 CDT","NER","4","2.53","2.65","MTL","0","0.85","0.86","4","1.68","1.79","4","2.49","0.36"
"2023-04-08","18:30 CDT","NYRB","1","2.13","2.28","SJE","1","1.32","1.32","0","0.81","0.96","0","1.95","0.82"
